service_name,correct_device_name,correct_friendly_name,bad_device_name,phrase,error_result,retry_prompt
blinds.close_cover,blinds.frontscheibe,Jalousien für die Vorderfenster,blinds.frontscheibe_extra,Schließe die Jalousien für die Vorderfenster.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.frontscheibe_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es mit den Jalousien für die Vorderfenster."
blinds.toggle,blinds.badezimmer,Badezimmerjalousien,blinds.badezimmer,Schalte die Badezimmerjalousien bitte um.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.badezimmer', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es mit den Badezimmerjalousien."
climate.set_temperature,climate.nest_learning,Nest-Lernthermostat,climate.nst_learning,Stelle die Temperatur auf <temp_f> Grad ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.nst_learning', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Ich probiere es jetzt mit dem Nest-Lernthermostat.
vacuum.return_to_base,vacuum.under_sofa_cleaner,Untersofareiniger,vacuum.unter_sofa_cleaner,Bitte bring den Untersofareiniger zurück zur Ladestation.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.unter_sofa_cleaner', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem richtigen Gerät."
switch.toggle,switch.pool_pump,Schalter für Poolpumpe,switch.poolpump,Schalte die Poolpumpe ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.poolpump', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem Schalter für die Poolpumpe."
blinds.open_cover,blinds.keller,Kellerjalousien,blinds.kell,Öffne die Kellerjalousien.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.kell', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit den Kellerjalousien."
switch.turn_off,switch.kitchen_lights,Küchenlichtschalter,switch.kitchen_lights_v2,Schalte bitte das Küchenlicht aus.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.kitchen_lights_v2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem richtigen Schalter."
vacuum.stop,vacuum.patio_doorway_vac,Reiniger für Terrassentüren,vacuum.patio_doorway_vacuum,Bitte stoppe den Reiniger für Terrassentüren.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.patio_doorway_vacuum', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich probiere es jetzt mit dem richtigen Gerät."
blinds.toggle,blinds.wohnzimmer,Wohnzimmerjalousien,blinds.wohnzimmer_alt,Schalte die Jalousien im Wohnzimmer bitte um.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.wohnzimmer_alt', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit den Wohnzimmerjalousien."
blinds.open_cover,blinds.flur_1,Erste Flurjalousien,blinds.flur_1x,"Öffne die Jalousien im Flur, bitte.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.flur_1x', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich probiere es jetzt mit den richtigen Jalousien (blinds.flur_1)."
switch.turn_on,switch.outdoor_security_lights,Schalter für Sicherheitsbeleuchtung im Außenbereich,switch.outdoor_security_lgt,Schalte die Sicherheitsbeleuchtung im Außenbereich ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.outdoor_security_lgt', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich verwende jetzt den korrekten Schalter."
switch.toggle,switch.wintergarten_lichter,Wintergarten-Lichtschalter,switch.wintergarten_licht,Schalte das Wintergarten-Licht bitte um.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.wintergarten_licht', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es nun mit dem korrekten Gerät."
fan.turn_on,fan.kindergarten,Kinderzimmer-Fan,fan.kindergartn,Schalte den Kinderzimmer-Fan ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.kindergartn', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es mit dem korrekten Gerät."
light.turn_on,light.downstairs_bathroom_warm,Warmes Licht im Badezimmer im Erdgeschoss,light.downstairs_bathroom_warm_extra,Schalte das warme Licht im Badezimmer im Erdgeschoss ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.downstairs_bathroom_warm_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es mit dem Gerät 'light.downstairs_bathroom_warm'."
lock.unlock,lock.gun_safe,Waffentresorschloss,lock.gun_saf,Bitte entsperre das Waffentresorschloss.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.gun_saf', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich versuche es jetzt mit dem richtigen Gerät."
blinds.toggle,blinds.wohnzimmer,Wohnzimmerjalousien,blinds.wohnzimmer_2,Schalte die Wohnzimmerjalousien um.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.wohnzimmer_2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es mit den richtigen Wohnzimmerjalousien."
blinds.open_cover,blinds.dachfenster,Oberlichtjalousien,blinds.dachfenster_extra,Öffne bitte die Oberlichtjalousien.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.dachfenster_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es mit dem korrekten Gerät."
fan.increase_speed,fan.studie_1,Studienfan,fan.studi_1,Erhöhe bitte die Geschwindigkeit des Studienfans.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.studi_1', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich versuche es jetzt mit dem Studienfan."
lock.unlock,lock.kitchen_door,Kücheneingangsschloss,lock.kitchen,Bitte das Kücheneingangsschloss entsperren.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.kitchen', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es jetzt mit lock.kitchen_door."
switch.toggle,switch.laundry_room_lights,Lichtschalter für Waschküche,switch.laundry_room_light,Bitte schalte das Licht in der Waschküche um.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.laundry_room_light', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem Gerät 'switch.laundry_room_lights'."
garage_door.stop_cover,garage_door.boot,Lagertür für Boote,garage_door.boots,Stoppe die Lagertür für Boote.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.boots', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es jetzt mit der richtigen Lagertür für Boote."
garage_door.stop_cover,garage_door.left_door,Linkes Garagentor,garage_door.leftdoor,Stoppe das linke Garagentor.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.leftdoor', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich versuche es mit dem richtigen Gerät (garage_door.left_door)."
vacuum.return_to_base,vacuum.right_stairwell_sweeper,Rechter Treppenhausreiniger,vacuum.right_stairwell_sweeper_extra,Bitte bring den Rechten Treppenhausreiniger zurück zur Ladestation.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.right_stairwell_sweeper_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es jetzt mit dem korrekten Gerät."
media_player.turn_off,media_player.roku_schlafzimmer,Roku-Hauptschlafzimmer,media_player.roku_hauptschlafzimmer,Schalte bitte das Roku im Hauptschlafzimmer aus.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.roku_hauptschlafzimmer', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es jetzt mit dem richtigen Gerät."
lock.lock,lock.schlafzimmer_2,Zweites Schlafzimmerschloss,lock.schlafzimmer2_extra,Bitte schließe das zweite Schlafzimmerschloss.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.schlafzimmer2_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es jetzt mit dem richtigen Gerät lock.schlafzimmer_2."
fan.turn_on,fan.balkon,Balkonventilator,fan.balkon_terrasse,Bitte schalte den Balkonventilator ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.balkon_terrasse', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem Balkonventilator."
blinds.close_cover,blinds.hauptschlafzimmer,Jalousien für das Hauptschlafzimmer,blinds.hauptschlafzimm,Schließe bitte die Jalousien im Hauptschlafzimmer.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.hauptschlafzimm', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich versuche es jetzt mit den Jalousien für das Hauptschlafzimmer."
blinds.open_cover,blinds.flur,Flurjalousien,blinds.flur_2,Öffne bitte die Jalousien im Flur.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.flur_2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es mit den Flurjalousien."
