service_name,correct_device_name,correct_friendly_name,bad_device_name,phrase,error_result,retry_prompt
vacuum.start,vacuum.robot_arriba_escaleras,Dispositivo para quitar el polvo encima de las escaleras,vacuum.robot_arriba_escalera,"Por favor, inicia la limpieza del dispositivo para quitar el polvo encima de las escaleras.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.robot_arriba_escalera', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el dispositivo correcto (vacuum.robot_arriba_escaleras)."
media_player.turn_off,media_player.sistema_salon_hi_fi,Audio de alta fidelidad para salón,media_player.sistema_fi_hi_salon,Apaga el audio de alta fidelidad del salón.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.sistema_fi_hi_salon', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, lo intentaré con el dispositivo correcto."
switch.turn_on,switch.iluminación_de_teatro_en_casa,Control de luces de cine en casa,switch.iluminación_de_teatro_en_cas,¿Puedes encender la iluminación del teatro en casa?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.iluminación_de_teatro_en_cas', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, ahora lo intento con el dispositivo correcto."
vacuum.stop,vacuum.arriba_dyson,Eliminador de polvo de arriba,vacuum.arriba_dyson_extra,"Detén la aspiradora, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.arriba_dyson_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el dispositivo correcto (vacuum.arriba_dyson)."
blinds.stop_cover,blinds.pasillo_2,Persianas del segundo pasillo,blinds.pasill_2,Detén la persiana del segundo pasillo.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.pasill_2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, ahora lo intentaré con Persianas del segundo pasillo."
fan.turn_off,fan.gimnasio_interior,Ventilador de gimnasio interior,fan.gimnasio_inten,"Apaga el ventilador del gimnasio interior, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.gimnasio_inten', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, intentaré con el ventilador de gimnasio interior."
climate.turn_on,climate.johnson_glas,Termostato inteligente GLAS de Johnson Controls,climate.johnson_glass,¿Puedes encender el termostato inteligente GLAS?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.johnson_glass', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con el dispositivo correcto."
switch.turn_on,switch.luces_pasarela,Interruptor de luces de pasarela,switch.luces_pasarela,"Por favor, enciende el interruptor de luces de pasarela.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.luces_pasarela', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con el dispositivo correcto."
blinds.stop_cover,blinds.sala_de_arte,Persianas para salas de manualidades.,blinds.sala_de_artes,¿Puedes detener las persianas de la sala de arte?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.sala_de_artes', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, ahora intentaré con blinds.sala_de_arte."
blinds.stop_cover,blinds.ventana_trasera,Persianas de ventana trasera,blinds.ventana_trase,"Por favor, detén la persiana de la ventana trasera.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.ventana_trase', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, intentaré con la persiana de la ventana trasera."
blinds.toggle,blinds.baño_1,primeras persianas de baño,blinds.baño_1a,¿Puedes bajar las primeras persianas del baño?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.baño_1a', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con la persiana del baño."
fan.decrease_speed,fan.porche_trasero,Ventilador del porche trasero,fan.porche_trase,Baja la velocidad del ventilador del porche trasero.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.porche_trase', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, lo intentaré con el ventilador del porche trasero."
media_player.volume_up,media_player.sótano,Reproductor multimedia del sótano,media_player.sótano_2,Sube el volumen del reproductor multimedia del sótano.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.sótano_2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intento con el reproductor del sótano."
lock.unlock,lock.sala_de_archivo,Bloqueo de la sala de archivos,lock.sala_dearchivos,"Desbloquea la sala de archivos, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.sala_dearchivos', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el bloqueo de la sala de archivos."
light.turn_off,light.estante_cocina_fresco,Rejilla De Cocina Luz Fría,light.estante_cocina_fresco_v2,"Apaga la luz de la rejilla de cocina, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.estante_cocina_fresco_v2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con la luz correcta."
fan.decrease_speed,fan.guardería,Fanático de la guardería,fan.guarderia_pro,"Baja la velocidad del ventilador de la guardería, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.guarderia_pro', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, lo intentaré de nuevo con fan.guardería."
media_player.volume_up,media_player.sony_bravia_tv,Televisor LED inteligente Sony,media_player.sony_bravia_tv_v2,Sube el volumen del televisor.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.sony_bravia_tv_v2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el televisor Sony correcto."
lock.lock,lock.cocina_yale,Cocina Yale,lock.cocina_yeal,"Bloquea la cerradura de la cocina, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.cocina_yeal', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con lock.cocina_yale."
fan.turn_off,fan.dormitorio_master,Ventilador del dormitorio principal,fan.master_dormitorio,¿Puedes apagar el ventilador del dormitorio principal?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.master_dormitorio', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intento con el ventilador del dormitorio principal."
vacuum.return_to_base,vacuum.frente_hall_samsung,Robot de barrido del vestíbulo,vacuum.frente_hall_samsunge,"Por favor, haz que el robot de barrido del vestíbulo vuelva a su base.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.frente_hall_samsunge', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el dispositivo correcto."
climate.turn_off,climate.tado_inteligente,Termostato inteligente Tado,climate.tado_inteligente_v2,¿Puedes apagar el termostato inteligente?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.tado_inteligente_v2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, intento apagar el Termostato inteligente Tado."
garage_door.open_cover,garage_door.cobertizo_2,Segunda puerta del cobertizo,garage_door.cobertizo,"¿Puedes abrir la cubierta del cobertizo, por favor?","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.cobertizo', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con la segunda puerta del cobertizo."
vacuum.stop,vacuum.comedor_area_bissel,Eliminador de suciedad del comedor,vacuum.comedor_area_bissel_extra,"Por favor, detén el limpiador del comedor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.comedor_area_bissel_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con el dispositivo correcto."
media_player.volume_up,media_player.punto_echo,Punto eco de cocina,media_player.punto_ec,¿Podrías subir el volumen del Punto eco de cocina?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.punto_ec', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el dispositivo correcto (media_player.punto_echo)."
media_player.volume_down,media_player.bose_home_altavoz,Altavoz inalámbrico Bose,media_player.bose_home_altazov,"Baja el volumen del Altavoz inalámbrico Bose, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.bose_home_altazov', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intento con el Altavoz inalámbrico Bose."
blinds.toggle,blinds.pasillo_1,Persianas del primer pasillo.,blinds.pasillo_1a,¿Puedes bajar las persianas del primer pasillo?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.pasillo_1a', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intento con las persianas del primer pasillo."
