service_name,correct_device_name,correct_friendly_name,bad_device_name,phrase,error_result,retry_prompt
blinds.stop_cover,blinds.fenêtre_arrière,Stores de fenêtre arrière,blinds.fenêtre_arrièree,"Arrête les stores de la fenêtre arrière, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.fenêtre_arrièree', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec le bon dispositif : blinds.fenêtre_arrière."
fan.turn_on,fan.le_porche,Ventilateur de porche,fan.le_porché,Peux-tu allumer le ventilateur du porche ?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.le_porché', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaye avec le bon appareil (fan.le_porche)."
vacuum.stop,vacuum.garage_roomba_2,Robot de nettoyage de garage,vacuum.garage_roomba_2_extra,"Arrête le robot de nettoyage du garage, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.garage_roomba_2_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je tente avec le bon appareil."
blinds.close_cover,blinds.garderie,Stores de chambre d'enfant,blinds.garde,"Ferme les stores de la chambre d'enfant, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.garde', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaye avec les stores de la chambre d'enfant."
lock.lock,lock.cave_à_vin,Serrure de cave à vin,lock.cave_vin,"Verrouille la cave à vin, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.cave_vin', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaie avec la serrure de la cave à vin.
fan.increase_speed,fan.étude,fan d'étude,fan.etudex,"Augmente la vitesse du ventilateur d'étude, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.etudex', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec le ventilateur d'étude."
fan.turn_off,fan.chambre_des_enfants,Ventilateur pour chambre d'enfant,fan.chambre_des_enfan,"Éteins le ventilateur de la chambre d'enfant, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.chambre_des_enfan', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec le ventilateur pour la chambre d'enfant."
vacuum.start,vacuum.couloir_neato,Nettoyant pour allées de couloir,vacuum.couloir_neato_pro,"Démarre le nettoyant pour allées de couloir, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.couloir_neato_pro', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec le bon appareil."
vacuum.start,vacuum.salle_à_manger_area_bissel,Détachant la saleté de la salle à manger,vacuum.salle_à_manger_zone_bissel,"Démarre le robot aspirateur dans la salle à manger, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.salle_à_manger_zone_bissel', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec le bon appareil."
garage_door.toggle,garage_door.abri_d'auto,Porte de garage pour abri d'auto,garage_door.abri_auto,Peux-tu ouvrir la porte du garage pour l'abri d'auto ?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.abri_auto', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec la porte de garage pour abri d'auto."
garage_door.close_cover,garage_door.côté,Porte de garage latérale,garage_door.côté_porte,Ferme la porte de garage latérale.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.côté_porte', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, j'essaie avec la bonne entité."
switch.turn_off,switch.water_feature_lights,Interrupteur d'éclairage de jeu d'eau,switch.water_features_lights,"Éteins les lumières du jeu d'eau, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.water_features_lights', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaye avec l'interrupteur correct.
light.turn_off,light.salon,Lumière du salon,light.sallon,"Éteins la lumière du salon, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.sallon', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec la lumière du salon."
light.turn_off,light.back_family_room_warm,"Salle familiale arrière, lumière chaude",light.back_familyroom_warm,"Éteins la lumière de la salle familiale arrière, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.back_familyroom_warm', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaye avec la bonne lumière (light.back_family_room_warm).
light.toggle,light.upstairs_children_chambre_zigbee,Lampe de chambre d'enfant à l'étage,light.upstairs_chambre_children_zigbee,Allume la lampe de la chambre d'enfant à l'étage.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.upstairs_chambre_children_zigbee', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec la lampe de la chambre d'enfant à l'étage."
light.turn_on,light.lustre_salle_à_manger,Lustre de salle à manger,light.lustre_à_manger_salle,"Allume le lustre de la salle à manger à 90 % de luminosité, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.lustre_à_manger_salle', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaye avec le lustre de la salle à manger."
fan.increase_speed,fan.extérieur,Ventilateur extérieur,fan.extérieur2,"Augmente la vitesse du ventilateur extérieur, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.extérieur2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec le ventilateur extérieur."
fan.turn_off,fan.salon_chambre_1,Ventilateur du salon,fan.salon_chambre_un,"Éteins le ventilateur du salon, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.salon_chambre_un', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, j'essaie maintenant avec le ventilateur du salon."
garage_door.open_cover,garage_door.abri_d'auto,Porte d'abri de voiture,garage_door.abri_auto,"Ouvre le couvercle du garage, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.abri_auto', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, j'essaie avec le bon dispositif."
blinds.toggle,blinds.chambre_d'amis,Stores de chambre d'amis,blinds.chambre_d'amis_extra,Ferme les stores de la chambre d'amis.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.chambre_d'amis_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec le bon appareil."
light.turn_on,light.chambre_3,Lumière de la chambre,light.chambre_33,"Allume la lumière de la chambre, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.chambre_33', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaye avec la bonne lampe."
fan.turn_off,fan.salle_à_manger,Ventilateur de salle à manger,fan.salle_à_manger_2,"Éteins le ventilateur de la salle à manger, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.salle_à_manger_2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec le ventilateur de la salle à manger."
switch.turn_off,switch.grenier_lights,Interrupteur d'éclairage du grenier,switch.grenier_lights_main,"Éteins les lumières du grenier, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.grenier_lights_main', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec l'interrupteur d'éclairage du grenier."
garage_door.toggle,garage_door.main_1,Porte de garage principale,garage_door.main_one,Bascule la porte de garage principale.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.main_one', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaye avec la porte de garage principale."
switch.turn_off,switch.front_gate_lighting,Interrupteur des feux de porte avant,switch.front_gate_lightng,"Éteins les feux de la porte avant, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.front_gate_lightng', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec l'interrupteur des feux de porte avant."
light.toggle,light.en_bas_courtyard_mqtt,Lumière de la cour en bas,light.en_base_courtyard_mqtt,Bascule la lumière de la cour en bas.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.en_base_courtyard_mqtt', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, j'essaie avec le bon appareil."
blinds.stop_cover,blinds.salle_d'artisanat,Stores pour salle d'artisanat,blinds.salle_d'artisanat_extra,Arrête les stores de la salle d'artisanat.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.salle_d'artisanat_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec les stores pour la salle d'artisanat."
