service_name,correct_device_name,correct_friendly_name,bad_device_name,phrase,error_result,retry_prompt
media_player.turn_on,media_player.xbox_one,Xbox One,media_player.xobx_one,Can you turn on the Xbox One?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.xobx_one', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure thing, I'll try turning on the Xbox One now."
lock.lock,lock.office,Office Lock,office.lock,Could you lock the office door for me?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='office.lock', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure, I'll lock the Office Lock instead."
climate.turn_on,climate.humidor_control,Humidor Climate Control,climate.humidor_ctrl,Turn on the humidor climate control.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.humidor_ctrl', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure, I’ll use the Humidor Climate Control instead."
garage_door.close_cover,garage_door.liftmaster_2,LiftMaster,garage_door.liftmaster_2_backup,"Close the garage door, please.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.liftmaster_2_backup', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Got it, I'll try again with the LiftMaster garage door."
light.turn_on,light.front_office_mqtt,Front Office Light,light.front_offic_mqtt,Can you turn on the front office light?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.front_offic_mqtt', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure thing, I'll try the Front Office Light now."
switch.turn_on,switch.utility_room_lights,Utility Room Lights Switch,switch.utilityroom_lights,"Turn on the utility room lights, please.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.utilityroom_lights', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, I’ll try again with the Utility Room Lights Switch."
blinds.open_cover,blinds.conservatory,Conservatory Blinds,blinds_conservatory,"Could you open the conservatory blinds, please?","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds_conservatory', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Got it, I'll try again with the Conservatory Blinds."
switch.turn_off,switch.outdoor_security_lights,Outdoor Security Lights Switch,switch.outdoor_security_lights_main,Please turn off the outdoor security lights.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.outdoor_security_lights_main', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Got it, I'll try turning off the outdoor security lights."
climate.turn_on,climate.tado_smart,Tado Smart Thermostat,climate.tado_smartplus,"Could you turn on the climate, please?","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.tado_smartplus', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure, I'll try again with the Tado Smart Thermostat."
lock.unlock,lock.fence_gate,Fence gate lock,lock.fenc_gate,"Could you unlock the fence gate, please?","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.fenc_gate', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure, I’ll try again with the correct lock."
light.turn_off,light.basement_bar_cool,Basement Bar Cool Light,light.basement_bar_cooler,Could you turn off the basement bar cool light?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.basement_bar_cooler', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, I'll switch off the Basement Bar Cool Light."
lock.lock,lock.office,Office Lock,lock.offic,Please lock the office door.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.offic', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure, I'll try again with the Office Lock."
blinds.toggle,blinds.living_room_large,Main living room blinds,blinds.living_rm_large,Could you toggle the main living room blinds?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.living_rm_large', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure, I’ll try again with the correct device."
vacuum.start,vacuum.front_hall_samsung,Front hall sweeping bot,vacuum.front_hall_samsunx,"Start the vacuum in the front hall, please.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.front_hall_samsunx', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, I’ll try the Front hall sweeping bot."
climate.set_temperature,climate.trane_comfortlink_ii,Trane ComfortLink II XL1050,climate.trane_comfortlink_iix,Set the thermostat to <temp_f> degrees.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.trane_comfortlink_iix', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, I'll try the Trane ComfortLink II now."
vacuum.return_to_base,vacuum.greenhouse_sweeper,Greenhouse floor sweeper,vacuum.greenhouse_sweeper_pro,"Could you send the vacuum back to its base, please?","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.greenhouse_sweeper_pro', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure, I'll try that again with the correct device."
media_player.turn_on,media_player.harman_kardon_aura,Harman Kardon Glass Speaker,media_player.harmonkardon_aura,"Turn on the Harman Kardon Glass Speaker, please.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.harmonkardon_aura', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure, I'll try turning on the Harman Kardon Glass Speaker."
fan.turn_on,fan.shed,Shed fan,fan.shedroom,Can you turn on the shed fan?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.shedroom', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","No problem, I’ll try again with the Shed fan."
vacuum.stop,vacuum.art_studio_cleaner,Art studio dust collector,vacuum.artstudio_cleaner,Could you stop the vacuum in the art studio?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.artstudio_cleaner', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure, I'll stop the Art studio dust collector."
light.turn_off,light.master_bedroom_lamp,Master Bedroom Lamp,light.master_bedroom_lamp_ctrl,Could you turn off the master bedroom lamp?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.master_bedroom_lamp_ctrl', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Sure, I'll try again with the Master Bedroom Lamp."
climate.turn_off,climate.humidor_control,Humidor Climate Control,climate.humidor_ctrl,Please turn off the humidor climate control.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.humidor_ctrl', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, trying again with the Humidor Climate Control."
vacuum.return_to_base,vacuum.workshop_floor,Workshop floor cleaner,vacuum.workshop_floors,Could you send the workshop floor cleaner back to its base?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.workshop_floors', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Got it, sending the Workshop floor cleaner back to its base."
